692437800881410049,3
1257573808837279744,3
1256660910476795906,0
1255853725412982786,2
1232939280860729344,3
1252247471163691008,3
1246342823030534144,3
1245400910836174850,3
1250465263046311938,3
1258495390871097344,1
1246447585566642177,3
1233705482755485696,3
1246472853148643329,3
1247146530307530758,3
1246338915180646400,3
1245850347488370688,1
1245993155926859778,3
1250201032690368519,3
1238110096334479364,3
1236104646504022016,3
1256595942901460992,0
1247040307100815367,3
1257183756160507905,3
1247722577843359744,1
1244351222213206016,3
1244909857624535040,3
1250317021004197889,1
1240237992872157185,1
1246841213531172869,2
1245086661874253826,1
1247279621810331649,3
1236111257901678594,3
1256885125213589504,0
1246835349747314688,3
1134256181462085632,3
1247425267305455616,2
1244905726201466880,3
1246157564808777729,1
1258432649061949441,3
1246156167665106945,3
1249027180283039746,0
1245019036574003208,3
1243503999355150339,3
1247400703972302849,0
1165062208163762176,3
1248824363543117826,1
1243299007759343616,3
1242409032079552515,3
1232372662002950144,3
1247780390556717058,3
1248224503504809986,3
1247366908380250112,3
1250695803305426944,3
1247421478322274304,0
1251202767928135680,3
1248888840842031107,1
1222938696472846336,3
1251639034511794179,3
1243182756710014978,3
1246141504973750273,3
1241454267183046665,3
1177539052683309056,3
1238386920855666688,1
1245778765520818180,1
1249655730581405701,3
1249538997350629376,3
1258196789607497728,3
1224841816769474572,3
1246561443090178054,3
1255243571592073220,3
1258179709180887042,3
1245072886366380032,3
1155142342044782597,3
1251139311681978373,3
1246169793549533184,3
1255976675252158465,3
1247119028495306752,3
1246139970730983424,0
1249640419199197184,3
1242438522876854272,3
1248230970844680192,3
1237370879438393346,3
1245100865247158273,1
1246197426060484611,3
1246747611345936385,3
1236073292055957504,3
1250145596444418051,3
1248541311914762240,1
1253724561381765122,3
1251568062387511297,3
1252233797375938560,3
1255922000943616008,1
1246097480904773633,3
1248587275145011201,3
1240023115222089731,3
1250723619996676102,3
1150208561949138944,3
1246653728905736193,1
1258558082336112640,2
1247073093467734016,3
1252242904321589249,3
1237386458010247174,3
1235207700667076609,3
1229438680265379841,1
1255298032654049282,3
1245098230465138688,3
1248288535129571330,1
1253434583082602506,3
1250544519042535425,3
1246556171156283396,1
1247528198155300866,1
1240245771271839749,1
1249081029333323777,3
1247238163942313984,0
1242446975817089024,3
1237984616377487360,3
1249627375102550016,3
1258571667359531009,1
1250116811812732934,3
1255520947240607747,3
1254582299523416065,3
1253344833021902853,3
1247571897212157952,1
1249346693834911744,1
1239254913147973638,1
1242811947378229250,0
1184373448061128710,3
1251732448658042881,3
1248252207457341440,1
1238181261061042182,2
1248210652730138624,3
1245187577226936321,2
1251201247601987586,3
1249419588363849731,3
1246118081581195264,1
1246477731862380551,3
1247448008402382848,1
1247459795096997888,2
1244941448723791873,1
1249761784409489408,3
1249736232415813632,3
1245665968392736769,0
1248144611241070592,3
997208725000769537,3
1246180745384787968,3
1253104133843890182,1
1246462745513508866,3
1246461495258554370,2
1257290690414948352,1
1221927767966699520,0
1247612129244372993,3
1250070338207178752,0
1236366236453351424,0
1245055925288747008,1
1246489563767267329,0
1017284899210919936,3
1246813712020901888,3
1246755881947140097,1
1233167042267635712,0
1244982597744295937,2
1246984094858137600,3
1245956349516828673,3
1224333398375849984,3
1202096500446318592,3
1248173990981533696,2
1247485587566755840,0
1247201706678476803,3
1246772237769859072,3
1076404460807548929,3
1238797497969119232,3
1245433131387236352,3
1248284293035634690,1
1246214718508990464,1
1245314814282551297,1
1239473022962225152,3
1258114207536447488,3
1249451368852516864,3
1234148413731745798,1
1249898057451241473,3
1237752195682009089,3
1235985860501397504,3
1239573274432024578,3
1254161853896245254,3
1246552385696215041,3
1222644337185632262,3
1247367342830407682,1
1251591265893912579,3
1239022761995055106,1
1247213085221404679,2
1245248851335757824,3
1245828029542215681,1
1247709171660795905,3
1227986466061606912,3
1248650607025676289,3
1231675050304122882,3
1245237489721389057,3
1251672017604169728,0
1248160710397431808,3
1247591518329810945,3
1249986806172585984,3
1252632192326369281,1
1242689305945886722,3
1246403892168007680,3
1240395593362616323,3
1236616461625561095,1
1253642221313617920,3
1236186179625680898,3
1252174559073062912,3
1239653798425120776,3
1249229178270035968,3
1246119292502003713,3
1258347322213388288,3
1248168534263443456,3
1253083271996596229,3
1250586995568660480,3
1249280637359489025,3
1250239675479887874,3
1241666778532581376,3
1246831845783875586,1
1248730720580714498,1
1257792804413153282,1
1247824524026011648,3
1250331724510158848,3
1236038189917163520,1
1247807582934151171,3
1246141940099358723,3
1250748598863761409,3
1229847955143872512,1
1245035222862909440,3
1250359473878618113,3
1238615797028679681,2
1252629532328128514,3
1237416599667314693,2
1231264703319543810,3
1250762807529922560,3
1241653261897216000,1
1258079969667768321,1
1245950657363763201,1
1252166443636056064,3
1249200116667424769,3
1251248098569064448,1
1032581445351550976,3
1244446119452696577,3
1246075320987312131,1
1248726474263154688,3
1254905717372452870,2
1250471958099173378,3
1246298252091076609,3
1233841822675488775,3
1245053208986345475,3
1252779962077151234,3
1247416151648243712,3
1247108716576550913,3
1237448772440948742,3
1244649221631901697,3
1247306338386001922,3
1251910695240728580,0
1252035304950644736,3
1252524769469227008,3
1225950670471086080,3
1243950561814294528,3
1253189330723471361,0
1247186201909567488,3
1247202070031142914,3
1237399020923801602,1
1256960686640463874,3
1257248397028929537,3
1247971166247157760,3
1255670976999755784,3
1248191348039208961,3
1237828366767702016,3
1247439268320026625,3
